id,codigo,nome,descricao,categoria_id,marca_id,calibre_id,tipo_id,funcionamento_id,preco_fornecedor,desconto_fornecedor,frete,margem,ipi,ipi_tipo,difal,imposto_venda,custo_total,preco_a_vista,lucro_liquido_real,lucro_alvo,preco_final,criado_em,atualizado_em,foto_url,promo_ativada,promo_preco_fornecedor,promo_data_inicio,promo_data_fim,slug,visivel_loja,estoque_disponivel,destaque_home,meta_title,meta_description,tags_palavras_chave,descricao_longa,especificacoes_tecnicas,eh_lancamento,eh_outdoor,requer_documentacao,descricao_comercial,nome_comercial
257,709080,MUN FIOCCHI 38 SUPER AUTO FMJ,,38,15,30,3,,300.00,0.00,0.00,30.00,0.00,%,29.00,9.00,387.00,552.86,116.10,0.00,0.00,2025-11-07 11:00:41.450187-03:00,2026-02-20 15:28:11.895412-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/257/5a2c92cd62a440ae86023a45d7fbccd4.png,False,0.00,,,municao-fiocchi-calibre-38-super-auto-129gr-fmj-50-unidades,True,,False,Munição Fiocchi .38 Super Auto 129gr FMJ 50 Un | M4 Tática,"Compre Munição Fiocchi .38 Super Auto na M4 Tática em Teresina. Precisão italiana, alta velocidade e confiabilidade máxima para sua pistola 1911. Caixa com 50 un. Confira!",,Performance internacional no seu estande: a precisão italiana da Fiocchi no calibre .38 Super Auto. Velocidade superior e confiabilidade absoluta para atiradores exigentes.,{},False,False,True,Performance internacional no seu estande: a precisão italiana da Fiocchi no calibre .38 Super Auto. Velocidade superior e confiabilidade absoluta para atiradores exigentes.,Munição Fiocchi Calibre .38 Super Auto 129gr FMJ – Caixa com 50 Unidades
328,TAU00246,"PIST TAURUS TX22 .22LR 2x16 4,17POL ANOD PRETO REF 75005700",,2,1,3,1,2,7134.00,0.00,0.00,22.00,0.00,%_dentro,29.00,9.00,9202.86,11798.54,1533.81,0.00,0.00,2026-01-19 11:38:11.361798-03:00,2026-02-19 14:28:57.879508-03:00,/m4-clientes-docs/produtos/fotos/temp/53e0fecf39ed46adad9890d68b81b644.jpg#53e0fecf39ed46adad9890d68b81b644.jpg,True,0.00,,,pistola-taurus-tx22-calibre-22lr-16-tiros-treinamento,True,,False,Pistola Taurus TX22 .22 LR | M4 TATICA,"Compre a Pistola Taurus TX22 .22 LR na M4 Tática em Teresina. Alta capacidade de 16 tiros, ergonomia de ponta e baixo custo de munição. Ideal para treinar e se divertir. Serviço de despachante completo. Confira!",,"<h1>Pistola Taurus TX22 Calibre .22 LR - Performance e Economia</h1>

<p>A <strong>Pistola Taurus TX22</strong> é a solução definitiva para quem busca uma arma de calibre .22 LR com performance de competição e ergonomia de pistola de serviço. Disponível na M4 Tática, este modelo foi eleito ""Arma do Ano"" pela revista Guns & Ammo, destacando-se por sua incrível confiabilidade e precisão, sendo ideal para treinamento de fundamentos, lazer e tiro esportivo.</p>

<h2>Ergonomia de Full-Size com Recuo Mínimo</h2>

<p>O grande diferencial da <strong>TX22</strong> é o seu gatilho <em>Pittman Trigger System</em>, que oferece uma puxada limpa e um reset extremamente curto, permitindo disparos rápidos e precisos. Sua empunhadura possui uma ergonomia otimizada com texturização inteligente, garantindo conforto e controle absoluto, mesmo para atiradores iniciantes. É a plataforma ideal para quem quer atirar muito com um baixo custo de munição.</p>

<h2>Principais Destaques da Taurus TX22</h2>

<ul>
	<li><strong>Alta Capacidade:</strong> Acompanha carregadores de 16 tiros, uma das maiores capacidades da categoria .22 LR.</li>
	<li><strong>Gatilho de Performance:</strong> Sistema de gatilho com acionamento suave e reset rápido para maior precisão.</li>
	<li><strong>Pronta para Supressor:</strong> Acompanha adaptador para cano com rosca, permitindo o uso de dispositivos silenciadores (conforme legislação).</li>
	<li><strong>Trilho Picatinny:</strong> Permite a instalação de lanternas e acessórios táticos para um treinamento mais completo.</li>
	<li><strong>Miras Ajustáveis:</strong> Sistema de mira que permite regulagem fina de lateralidade e elevação.</li>
</ul>

<h2>Especificações Técnicas</h2>

<table>
	<tbody>
		<tr>
			<td><strong>Calibre</strong></td>
			<td>.22 LR (Long Rifle)</td>
		</tr>
		<tr>
			<td><strong>Capacidade</strong></td>
			<td>16 + 1 Tiros</td>
		</tr>
		<tr>
			<td><strong>Ação</strong></td>
			<td>Striker Fire (Percussor Lançado)</td>
		</tr>
		<tr>
			<td><strong>Comprimento do Cano</strong></td>
			<td>104 mm (4,1 polegadas)</td>
		</tr>
		<tr>
			<td><strong>Comprimento Total</strong></td>
			<td>179 mm</td>
		</tr>
		<tr>
			<td><strong>Altura Total</strong></td>
			<td>138 mm</td>
		</tr>
		<tr>
			<td><strong>Largura</strong></td>
			<td>32 mm</td>
		</tr>
		<tr>
			<td><strong>Peso</strong></td>
			<td>490 g (Extremamente leve)</td>
		</tr>
		<tr>
			<td><strong>Miras</strong></td>
			<td>Vértice ajustável e massa branca fixa</td>
		</tr>
		<tr>
			<td><strong>Segurança</strong></td>
			<td>Trava manual ambidestra e trava de percussor</td>
		</tr>
		<tr>
			<td><strong>Acabamento</strong></td>
			<td>Anodizado Negro / Carbono Fosco</td>
		</tr>
	</tbody>
</table>

<h2>Compre sua Taurus TX22 na M4 Tática</h2>

<p>Eleve o nível do seu treinamento com a Taurus TX22. Na M4 Tática em Teresina-PI, oferecemos todo o suporte técnico e nosso serviço especializado de despachante para garantir que sua aquisição seja rápida, segura e dentro de todas as normas legais.</p>

<p>Quer saber por que a TX22 é a favorita dos instrutores de tiro? Fale com nossa equipe agora!</p>

<p><a href=""https://wa.me/558630255885?text=Oi%2C%20estou%20vindo%20do%20site%2C%20quero%20informa%C3%A7%C3%A3o%20sobre%20a%20Pistola%20Taurus%20TX22"" rel=""noopener"" target=""_blank""><strong>✅ Clique aqui para falar conosco pelo WhatsApp!</strong></a></p>
",{},False,False,True,,Pistola Taurus TX22 Calibre .22 LR - A Melhor Pistola de Treinamento
124,10017218,"CAR PUMA LEVER ACTION 38SPL 10T 20"" OX (ROS00003)",,6,9,1,1,1,6485.81,2.00,0.00,20.00,0.00,%,29.00,9.00,8199.36,10249.20,1127.41,0.00,0.00,2025-11-01 10:32:34.016185-03:00,2026-02-13 16:26:36.733149-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/124/bc9dea7e26594e83b77071d52f476a4f.png,False,0.00,,,car-puma-lever-action-38spl-10t-20-ox-ros00003,True,,,,,,,,,,,,
293,10029642,MUN CBC 380AUTO EOOG 95GR NTA C,,37,3,13,3,,218.00,0.00,0.00,30.00,0.00,%,26.00,9.00,274.68,392.40,82.40,0.00,0.00,2025-11-07 11:00:41.450297-03:00,2026-02-20 15:03:38.124291-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/293/c45791f7ea8c4349b250ca00e73e1c68.png,False,0.00,,,municao-cbc-calibre-380-auto-95gr-eoog-nta-50-unidades,True,,False,Munição CBC .380 Auto 95gr EOOG NTA 50 Un | M4 Tática,"Compre Munição CBC .380 Auto NTA na M4 Tática em Teresina. Tecnologia atóxica livre de metais pesados, ideal para estandes fechados. Projétil EOOG. Confira!",,"<h1>Munição CBC .380 Auto 95gr EOOG NTA - Tecnologia Atóxica</h1>

<p>A <strong>Munição CBC .380 Auto NTA</strong> foi desenvolvida para atender aos mais rigorosos padrões de segurança e saúde ocupacional. Disponível na M4 Tática, a linha <em>Non-Toxic Ammunition</em> (NTA) é a escolha ideal para treinamentos intensivos em estandes fechados, pois elimina a exposição do atirador a metais pesados como chumbo, bário e antimônio, comuns em munições convencionais.</p>

<h2>Saúde para o Atirador e Proteção para a Arma</h2>

<p>O projétil <strong>EOOG (Encamisado Total Ogival)</strong> possui um revestimento completo que envolve inclusive a base do projétil, impedindo que o calor da queima da pólvora desprenda vapores de chumbo. Além disso, a espoleta NTA é livre de metais pesados, o que resulta em disparos muito mais limpos. Para o proprietário da arma, isso significa menos resíduos de pólvora e metal no mecanismo, facilitando a manutenção e preservando a precisão por mais tempo.</p>

<h2>Principais Destaques da CBC .380 Auto NTA</h2>

<ul>
	<li><strong>Tecnologia Atóxica:</strong> Espoleta e projétil livres de metais pesados, ideal para ambientes confinados.</li>
	<li><strong>Projétil EOOG:</strong> Encamisamento total que evita a vaporização do chumbo no momento do disparo.</li>
	<li><strong>Ciclagem Impecável:</strong> Geometria ogival que garante alimentação fluida em todas as pistolas .380.</li>
	<li><strong>Menor Acúmulo de Resíduos:</strong> Mantém o cano e o mecanismo interno da pistola limpos por mais tempo.</li>
	<li><strong>Padrão de Qualidade CBC:</strong> Performance balística idêntica às munições de serviço, garantindo treino realista.</li>
</ul>

<h2>Especificações Técnicas</h2>

<table>
	<tbody>
		<tr>
			<td><strong>Marca</strong></td>
			<td>CBC (Companhia Brasileira de Cartuchos)</td>
		</tr>
		<tr>
			<td><strong>Calibre</strong></td>
			<td>.380 Auto (9mm Browning Short)</td>
		</tr>
		<tr>
			<td><strong>Peso do Projétil</strong></td>
			<td>95 Grains (6,15 gramas)</td>
		</tr>
		<tr>
			<td><strong>Tipo de Projétil</strong></td>
			<td>EOOG (Encamisado Total Ogival - NTA)</td>
		</tr>
		<tr>
			<td><strong>Velocidade de Saída</strong></td>
			<td>Aprox. 951 fps</td>
		</tr>
		<tr>
			<td><strong>Energia na Boca</strong></td>
			<td>Aprox. 191 ft-lbs</td>
		</tr>
		<tr>
			<td><strong>Embalagem</strong></td>
			<td>Caixa com 50 unidades</td>
		</tr>
	</tbody>
</table>

<h2>Inovação a Serviço do Atirador na M4 Tática</h2>

<p>Na M4 Tática em Teresina-PI, priorizamos a tecnologia que traz benefícios reais para o atirador. A munição .380 NTA é essencial para quem busca um ambiente de treino mais saudável e um equipamento sempre bem cuidado. Lembre-se: a venda de munição é controlada e exige a apresentação do CRAF da arma e documento de identificação válidos conforme a legislação vigente.</p>

<p>Deseja saber mais sobre os benefícios das munições atóxicas para instrutores? Fale com nossa equipe técnica!</p>

<p><a href=""https://wa.me/558630255885?text=Oi%2C%20estou%20vindo%20do%20site%2C%20quero%20informa%C3%A7%C3%A3o%20sobre%20a%20Municao%20380%20NTA"" rel=""noopener"" target=""_blank""><strong>✅ Clique aqui para falar conosco pelo WhatsApp!</strong></a></p>",{},False,False,True,"Treinamento limpo e seguro: a tecnologia NTA da CBC é livre de metais pesados, protegendo sua saúde e reduzindo drasticamente o acúmulo de resíduos na sua arma.",Munição CBC Calibre .380 Auto 95gr EOOG NTA – Caixa com 50 Unidades
45,10022744,"ESP CBC MILITARY 3.0 RT 12/16"" COM ACESSÓRIOS",,5,3,6,1,1,6573.79,2.00,0.00,0.00,0.00,%,26.00,9.00,8117.32,10127.82,1099.00,1099.00,0.00,2025-11-01 10:32:02.212563-03:00,2026-02-24 12:38:15.008730-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/45/9aefdb2fabd74b3985c3084d1ba3438d.png,False,0.00,,,espingarda-cbc-pump-military-3-0-rt-calibre-12-16-polegadas-com-acessorios,True,,False,"Espingarda CBC Pump Military 3.0 RT Calibre .12GA – Cano 16"" – Com Acessórios (Coronha Retrátil)","Compre a Espingarda CBC Military 3.0 RT de 16 polegadas na M4 Tática em Teresina. Versão completa com acessórios, coronha retrátil e alta performance. Confira a",,"<h1>Espingarda CBC Pump Military 3.0 RT .12GA - 16"" com Acessórios</h1>

<p>A <strong>Espingarda CBC Military 3.0 RT</strong> de 16 polegadas é a escolha ideal para quem busca versatilidade sem comprometer a performance balística. Disponível na M4 Tática, este modelo une o sistema de funcionamento por bombeamento (Pump-Action) com a flexibilidade da coronha retrátil, sendo equipada de fábrica com acessórios que potencializam seu uso tático.</p>

<h2>Equilíbrio entre Precisão e Manobrabilidade</h2>

<p>O cano de <strong>16 polegadas (406mm)</strong> oferece um excelente aproveitamento da energia do calibre .12, garantindo agrupamentos mais consistentes tanto com chumbos quanto com balotes, sem perder a agilidade em ambientes restritos. A <strong>coronha retrátil</strong> de 6 posições com <strong>Pistol Grip</strong> permite um ajuste milimétrico ao corpo do atirador, facilitando o controle do recuo e a rápida transição de alvos. Esta versão já conta com trilhos Picatinny, porta-cartuchos e massa de mira com fibra óptica.</p>

<h2>Principais Destaques da Military 3.0 RT 16""</h2>

<ul>
	<li><strong>Cano de 16 Polegadas:</strong> O meio-termo ideal entre a compactação da 14"" e o alcance da 19"".</li>
	<li><strong>Coronha Retrátil (RT):</strong> Ajuste de comprimento para ergonomia personalizada e uso com coletes.</li>
	<li><strong>Kit de Acessórios:</strong> Equipada com trilhos táticos para lanternas/red dots e porta-cartuchos na coronha.</li>
	<li><strong>Capacidade 5+1:</strong> Ótima autonomia para defesa residencial e segurança privada.</li>
	<li><strong>Sistema Pump-Action:</strong> Mecanismo robusto e confiável, compatível com diversas cargas .12.</li>
</ul>

<h2>Especificações Técnicas</h2>

<table>
	<tbody>
		<tr>
			<td><strong>Marca</strong></td>
			<td>CBC (Companhia Brasileira de Cartuchos)</td>
		</tr>
		<tr>
			<td><strong>Modelo</strong></td>
			<td>Military 3.0 RT (Com Acessórios)</td>
		</tr>
		<tr>
			<td><strong>Calibre</strong></td>
			<td>.12 GA (Câmara 3"" Magnum)</td>
		</tr>
		<tr>
			<td><strong>Comprimento do Cano</strong></td>
			<td>16"" (406mm)</td>
		</tr>
		<tr>
			<td><strong>Capacidade</strong></td>
			<td>5 + 1 Disparos</td>
		</tr>
		<tr>
			<td><strong>Sistema de Pontaria</strong></td>
			<td>Massa de mira com fibra óptica</td>
		</tr>
		<tr>
			<td><strong>Coronha</strong></td>
			<td>Retrátil com Pistol Grip e amortecedor de recuo</td>
		</tr>
	</tbody>
</table>

<h2>Versatilidade Operacional na M4 Tática</h2>

<p>Na M4 Tática em Teresina-PI, focamos em oferecer soluções táticas completas. A Military 3.0 RT de 16 polegadas é a ferramenta certa para quem não quer escolher entre tamanho e precisão. Lembre-se: a venda de armas de fogo é controlada e exige autorização de compra e documentação válida (PF ou EB/CAC) conforme a legislação vigente.</p>

<p>Quer equipar sua RT com um Red Dot para tiro rápido? Fale com nossa equipe técnica!</p>

<p><a href=""https://wa.me/558630255885?text=Oi%2C%20estou%20vindo%20do%20site%2C%20quero%20informa%C3%A7%C3%A3o%20sobre%20a%20CBC%20Military%20RT%2016"" rel=""noopener"" target=""_blank""><strong>✅ Clique aqui para falar conosco pelo WhatsApp!</strong></a></p>",{},False,False,True,"O equilíbrio tático definitivo: cano de 16 polegadas para maior precisão, coronha retrátil para ajuste ergonômico e kit completo de acessórios. Prontidão total para defesa e operações.","Espingarda CBC Pump Military 3.0 RT Calibre .12GA – Cano 16"" – Com Acessórios (Coronha Retrátil)"
252,35,MUNICAO CCI CALIBRE 22 LR STD VELOCITY 40 GR LRN CCI HS CX 50,,28,16,3,3,,65.00,0.00,0.00,40.00,0.00,%,29.00,9.00,83.85,139.75,43.32,0.00,0.00,2025-11-07 11:00:41.450170-03:00,2026-02-20 14:38:27.641104-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/252/7380ca83f9a040459e93fb514f2cf3d9.png,False,0.00,,,municao-cci-calibre-22lr-standard-velocity-40gr-lrn-50-unidades,True,,False,Munição CCI Calibre .22 LR Standard Velocity 40gr LRN – Caixa com 50 Unidades,"Compre Munição CCI .22 LR Standard Velocity na M4 Tática em Teresina. Precisão de competição, velocidade subsônica e estabilidade absoluta. Caixa com 50 un. Con",,"<h1>Munição CCI .22 LR Standard Velocity 40gr - Precisão de Competição</h1>

<p>A <strong>Munição CCI Standard Velocity</strong> é reconhecida mundialmente como uma das melhores opções para o tiro de precisão. Disponível na M4 Tática, esta munição é projetada para entregar uma performance consistente, sendo a favorita para rifles de ferrolho e pistolas de competição. Por viajar em velocidade subsônica, ela elimina a turbulência do ar causada pela transição da barreira do som, garantindo uma trajetória muito mais estável.</p>

<h2>Estabilidade e Funcionamento Impecável</h2>

<p>Com um projétil de 40 grains do tipo <strong>LRN (Lead Round Nose)</strong>, a CCI Standard Velocity oferece um recuo extremamente suave e uma precisão cirúrgica. Além do uso em competições de silhueta metálica e papel, ela é amplamente elogiada pelo seu funcionamento confiável em armas semiautomáticas, algo raro em munições de velocidade padrão. Se você busca consistência disparo após disparo, a CCI é a sua melhor escolha.</p>

<h2>Principais Destaques da CCI .22 LR Standard Velocity</h2>

<ul>
	<li><strong>Velocidade Subsônica:</strong> Evita o estalo sônico, proporcionando maior estabilidade e um tiro mais silencioso.</li>
	<li><strong>Qualidade de Competição:</strong> Fabricada sob rigorosos controles para garantir desvios mínimos de velocidade.</li>
	<li><strong>Projétil LRN de 40gr:</strong> Design otimizado para uma balística externa superior e grupos fechados.</li>
	<li><strong>Confiabilidade de Ignição:</strong> Padrão CCI de espoletas, garantindo que a munição dispare sempre que o gatilho for acionado.</li>
	<li><strong>Líder em Treinamento:</strong> Ideal para atiradores que buscam aprimorar a técnica com o que há de melhor no mercado.</li>
</ul>

<h2>Especificações Técnicas</h2>

<table>
	<tbody>
		<tr>
			<td><strong>Marca</strong></td>
			<td>CCI (EUA)</td>
		</tr>
		<tr>
			<td><strong>Calibre</strong></td>
			<td>.22 LR (Long Rifle)</td>
		</tr>
		<tr>
			<td><strong>Peso do Projétil</strong></td>
			<td>40 Grains (2,59 gramas)</td>
		</tr>
		<tr>
			<td><strong>Tipo de Projétil</strong></td>
			<td>LRN (Lead Round Nose / Chumbo Ogival)</td>
		</tr>
		<tr>
			<td><strong>Velocidade de Saída</strong></td>
			<td>1.070 fps (Standard Velocity)</td>
		</tr>
		<tr>
			<td><strong>Energia na Boca</strong></td>
			<td>102 ft-lbs</td>
		</tr>
		<tr>
			<td><strong>Embalagem</strong></td>
			<td>Caixa com 50 unidades</td>
		</tr>
	</tbody>
</table>

<h2>Eleve seu Nível na M4 Tática</h2>

<p>Na M4 Tática em Teresina-PI, selecionamos munições que fazem a diferença no seu placar. A CCI Standard Velocity é essencial para quem leva o tiro de precisão a sério. Lembre-se: a venda de munição é controlada e exige a apresentação do CRAF da arma e documento de identificação válidos conforme a legislação vigente.</p>

<p>Deseja saber por que a velocidade padrão é mais precisa que a alta velocidade? Fale com nossa equipe técnica!</p>

<p><a href=""https://wa.me/558630255885?text=Oi%2C%20estou%20vindo%20do%20site%2C%20quero%20informa%C3%A7%C3%A3o%20sobre%20a%20Municao%20CCI%20Standard%20Velocity"" rel=""noopener"" target=""_blank""><strong>✅ Clique aqui para falar conosco pelo WhatsApp!</strong></a></p>",{},False,False,True,A escolha dos campeões: precisão de nível competitivo com velocidade subsônica para máxima estabilidade do projétil e agrupamentos perfeitos.,Munição CCI Calibre .22 LR Standard Velocity 40gr LRN – Caixa com 50 Unidades
312,6605,PIST GLOCK G19 GEN3 9X19,,2,19,4,1,2,5276.55,0.00,626.45,21.27,2094.61,R$,29.00,9.00,7007.43,8900.59,1092.10,0.00,0.00,2025-11-25 10:44:09.518641-03:00,2026-02-13 16:26:36.733770-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/312/c9a0bc4420b742049d2ce7e7604b1b98.png,,,,,pist-glock-g19-gen3-9x19,True,,,,,,,,,,,,
313,TAU00027,"PIST TAURUS PT 838C CAL. .380ACP 2x15 1x18 3,5POL","A TAURUS 838C é a versão compacta do modelo 838. Essa arma possui armação em polímero, reduzindo o seu peso, tendo como principais diferenciais a mira Novak Tritium de 3 pontos, sistema de disparo com cão em ação simples/dupla e vem equipada com 3 carregadores (2 com capacidade para 15T e 1 com capacidade para 18 tiros). Sem perder os melhores benefícios do modelo 838, é ideal para porte velado.",2,1,13,1,2,5543.00,2.00,0.00,21.00,0.00,%_dentro,26.00,9.00,6844.50,8663.92,1039.67,0.00,0.00,2025-11-26 10:26:36.274410-03:00,2026-02-13 16:26:36.733773-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/313/38704caf8861475fb3fdfcee4cce6413.png,False,0.00,,,pist-taurus-pt-838c-cal-380acp-2x15-1x18-35pol,True,,,,,,,,,,,,
314,TAU00066,"PIST TAURUS PT 938 VINTAG CAL. 380ACP 3x15 3,74POL OXID","Com armação em alumínio e acabamento em Carbono Fosco, esta pistola tem capacidade de 15+1 disparos em calibre .380AUTO, em ação SA/DA. O cano de 3.7"", a mira de 3 pontos, e o retém do carregador reversível são outras características da pistola. Além disso, como atributos extras de segurança, a PT938 conta com trava de percussor, indicador de munição na câmara, a trava manual e o desarmador do cão ambidestro.",2,1,13,1,2,6010.00,2.00,0.00,21.34,0.00,%_dentro,26.00,9.00,7421.15,9434.46,1164.21,0.00,0.00,2025-11-26 11:15:24.071250-03:00,2026-02-13 16:26:36.733776-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/temp/21bd22af8ff24eb5a6b1e0a044a0a05a.png#21bd22af8ff24eb5a6b1e0a044a0a05a.png,False,0.00,,,pist-taurus-pt-938-vintag-cal-380acp-3x15-374pol-oxid,True,,,,,,,,,,,,
260,10032522,CART CBC 12/70 VELOX CH-3T,,26,3,6,3,,60.60,0.00,0.00,30.00,0.00,%,26.00,9.00,76.36,109.08,22.91,0.00,0.00,2025-11-07 11:00:41.450196-03:00,2026-02-20 13:24:23.761734-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/260/4d693c2cc5e9401e828924a52c447434.png,False,0.00,,,cart-cbc-1270-super-velox-ch-3t,True,,False,Cartucho CBC Calibre 12/70 Velox Chumbo 3T – 10 Unidades,Compre Cartuchos CBC 12/70 Velox Chumbo 3T na M4 Tática em Teresina. Alta velocidade e excelente poder de parada médio. Ideal para controle de fauna e segurança,,"<h1>Cartucho CBC Calibre 12/70 Velox CH-3T - Potência e Versatilidade</h1>

<p>O <strong>Cartucho CBC 12/70 Velox Chumbo 3T</strong> é uma das munições mais equilibradas para o calibre 12. Disponível na M4 Tática, este cartucho da linha Velox foi desenvolvido para entregar alta velocidade inicial, o que resulta em trajetórias mais planas e maior energia de impacto. O chumbo tamanho 3T é excelente para situações onde o chumbo fino não tem penetração suficiente e o chumbo SG é disperso demais.</p>

<h2>Desempenho Superior em Médias Distâncias</h2>

<p>A tecnologia <strong>Velox da CBC</strong> garante que a carga de chumbo 3T saia do cano com a pressão otimizada, mantendo uma rosa de tiro consistente e letal. Por possuir bagos de aproximadamente 5,10mm, ele oferece um excelente poder de parada para animais de médio porte e é uma opção tática muito utilizada para defesa de perímetros onde se deseja uma maior probabilidade de acerto devido ao maior número de bagos em comparação ao SG.</p>

<h2>Principais Destaques do CBC 12 Velox 3T</h2>

<ul>
	<li><strong>Chumbo 3T (Triplo T):</strong> Bagos de tamanho médio que garantem penetração profunda e boa cobertura de área.</li>
	<li><strong>Série Velox:</strong> Cargas de alta velocidade que maximizam o impacto balístico no alvo.</li>
	<li><strong>Versatilidade Rural:</strong> Ideal para o controle de pragas e segurança patrimonial em sítios e fazendas.</li>
	<li><strong>Confiabilidade CBC:</strong> Estabilidade térmica e ignição rápida para funcionamento perfeito em qualquer condição climática.</li>
	<li><strong>Embalagem Padrão:</strong> Caixa com 10 unidades, ideal para manter o estoque de prontidão.</li>
</ul>

<h2>Especificações Técnicas</h2>

<table>
	<tbody>
		<tr>
			<td><strong>Calibre</strong></td>
			<td>12</td>
		</tr>
		<tr>
			<td><strong>Câmara</strong></td>
			<td>70 mm (2 3/4"")</td>
		</tr>
		<tr>
			<td><strong>Tipo de Chumbo</strong></td>
			<td>3T (aprox. 5,10 mm)</td>
		</tr>
		<tr>
			<td><strong>Série</strong></td>
			<td>Velox</td>
		</tr>
		<tr>
			<td><strong>Embalagem</strong></td>
			<td>Caixa com 10 unidades</td>
		</tr>
		<tr>
			<td><strong>Fabricante</strong></td>
			<td>CBC (Companhia Brasileira de Cartuchos)</td>
		</tr>
	</tbody>
</table>

<h2>Munições de Qualidade é na M4 Tática</h2>

<p>Na M4 Tática em Teresina-PI, você encontra a linha completa de munições CBC para todas as finalidades. O cartucho 3T Velox é um item essencial para quem busca uma munição multiuso e confiável. Lembre-se: a venda de munição depende da apresentação obrigatória do CRAF e documento de identificação válidos.</p>

<p>Deseja saber mais sobre a balística do chumbo 3T em relação ao SG? Fale com nossa equipe técnica!</p>

<p><a href=""https://wa.me/558630255885?text=Oi%2C%20estou%20vindo%20do%20site%2C%20quero%20informa%C3%A7%C3%A3o%20sobre%20o%20Cartucho%20CBC%2012%20Velox%203T"" rel=""noopener"" target=""_blank""><strong>✅ Clique aqui para falar conosco pelo WhatsApp!</strong></a></p>",{},False,False,True,O equilíbrio perfeito entre alcance e impacto: chumbo de médio porte com alta velocidade Velox. Ideal para controle de fauna e segurança em áreas abertas.,Cartucho CBC Calibre 12/70 Velox Chumbo 3T – 10 Unidades
319,GLG25,PIST GLOCK G25 CAL. 380AUTO,,2,19,13,1,2,5797.00,0.00,626.45,21.14,55.00,%_dentro,29.00,9.00,7689.72,9751.10,1183.78,0.00,0.00,2025-12-01 11:26:15.262690-03:00,2026-02-13 16:26:36.733787-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/319/31730805b3d443b3a7a4e4f135e56396.png,True,0.00,,,pist-glock-g25-cal-380auto,True,,,,,,,,,,,,
326,TAU00132,PIST TAURUS GX4 CARRY TORO 9MM 2x15 3.7POL CARB,,2,1,4,1,2,5582.00,3.00,0.00,22.00,0.00,%_dentro,26.00,9.00,6822.32,8746.56,1137.05,0.00,0.00,2026-01-14 11:01:31.855713-03:00,2026-02-13 16:26:36.733807-03:00,/m4-clientes-docs/produtos/fotos/temp/00ff2eea29cd41a8a201c204052567fb.jpg#00ff2eea29cd41a8a201c204052567fb.jpg,False,0.00,,,pist-taurus-gx4-carry-toro-9mm-2x15-37pol-carb,True,,,,,,,,,,,,
329,TAU00042,"PIST TAURUS PT 59S 380ACP 3X19T 5,16POL INOX",,2,1,13,1,2,7698.00,2.00,0.00,19.00,0.00,%,26.00,9.00,9505.49,11735.17,1173.52,0.00,0.00,2026-01-21 14:03:47.984297-03:00,2026-02-13 16:26:36.733816-03:00,/m4-clientes-docs/produtos/fotos/temp/14c140a91c2f45ccbb82f4676fb7aa8c.jpg#14c140a91c2f45ccbb82f4676fb7aa8c.jpg,False,0.00,,,pist-taurus-pt-59s-380acp-3x19t-516pol-inox,True,,,,,,,,,,,,
330,10022298,"CAR PUMA LEVER ACTION .357MAG 12T 24"" OCT IN (ROS00002)",,6,9,1,1,1,7349.02,2.00,0.00,20.00,0.00,%,26.00,9.00,9074.57,11343.21,1247.75,0.00,0.00,2026-01-29 14:54:14.575727-03:00,2026-02-13 16:26:36.733819-03:00,/m4-clientes-docs/produtos/fotos/temp/8e607dec73d745d2aabe0d1be9edc306.jpg#8e607dec73d745d2aabe0d1be9edc306.jpg,True,0.00,,,car-puma-lever-action-357mag-12t-24-oct-in-ros00002,True,,,,,,,,,,,,
